path,filename,archive,market_start,market_end,complete,line_count,book_messages_total,in_window_book_messages,trade_count_window,snapshots,deltas,sequence_breaks,first_book_age,last_book_age,sampled_points,outcome,outcome_source,final_quote_proxy,final_trade_proxy,elapsed_seconds,fatal_error,raw_status,raw_leader,raw_leader_time,raw_pullback_time,raw_confirm_time,raw_entry_side,raw_up_ask_at_entry,raw_down_ask_at_entry,raw_entry_levels,sampled_status,sampled_leader,sampled_leader_time,sampled_pullback_time,sampled_confirm_time,sampled_entry_side,sampled_up_ask_at_entry,sampled_down_ask_at_entry,sampled_entry_levels,market_start_utc,market_end_utc,raw_flat_cash_budget,raw_flat_total_debit,raw_flat_principal,raw_flat_fee,raw_flat_shares,raw_flat_avg_price,raw_flat_effective_cost_per_share,raw_flat_worst_price,raw_flat_levels_used,raw_flat_fill_ratio,raw_flat_win,raw_flat_pnl,sampled_flat_cash_budget,sampled_flat_total_debit,sampled_flat_principal,sampled_flat_fee,sampled_flat_shares,sampled_flat_avg_price,sampled_flat_effective_cost_per_share,sampled_flat_worst_price,sampled_flat_levels_used,sampled_flat_fill_ratio,sampled_flat_win,sampled_flat_pnl
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786529700-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786529700-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786529700,1786530000,False,123,119,0,0,7,112,0,,,301,UNKNOWN,not_extreme,0.505,,0.0036950111389160156,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T10:15:00+00:00,2026-08-12T10:20:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786530000-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786530000-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786530000,1786530300,False,155,146,0,0,7,139,0,,,301,UNKNOWN,not_extreme,0.505,,0.0032241344451904297,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T10:20:00+00:00,2026-08-12T10:25:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786530300-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786530300-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786530300,1786530600,False,195,184,0,0,5,179,0,,,301,UNKNOWN,not_extreme,0.505,,0.0038290023803710938,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T10:25:00+00:00,2026-08-12T10:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786530600-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786530600-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786530600,1786530900,False,221,215,0,0,4,211,0,,,301,UNKNOWN,not_extreme,0.505,,0.017390012741088867,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T10:30:00+00:00,2026-08-12T10:35:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786530900-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786530900-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786530900,1786531200,False,198,192,0,0,6,186,0,,,301,UNKNOWN,not_extreme,0.505,,0.005574941635131836,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T10:35:00+00:00,2026-08-12T10:40:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786531200-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786531200-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786531200,1786531500,False,206,202,0,0,8,194,0,,,301,UNKNOWN,not_extreme,0.505,,0.005880117416381836,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T10:40:00+00:00,2026-08-12T10:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786531500-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786531500-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786531500,1786531800,False,206,198,0,0,9,189,0,,,301,UNKNOWN,not_extreme,0.505,,0.0062792301177978516,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T10:45:00+00:00,2026-08-12T10:50:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786531800-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786531800-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786531800,1786532100,False,187,181,0,0,6,175,0,,,301,UNKNOWN,not_extreme,0.505,,0.0041768550872802734,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T10:50:00+00:00,2026-08-12T10:55:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786532100-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786532100-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786532100,1786532400,False,207,199,0,0,10,189,0,,,301,UNKNOWN,not_extreme,0.5,,0.003895998001098633,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T10:55:00+00:00,2026-08-12T11:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786532400-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786532400-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786532400,1786532700,False,99,95,0,0,6,89,0,,,301,UNKNOWN,not_extreme,0.505,,0.004362821578979492,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T11:00:00+00:00,2026-08-12T11:05:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786532700-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786532700-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786532700,1786533000,False,167,154,0,0,6,148,0,,,301,UNKNOWN,not_extreme,0.505,,0.004282951354980469,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T11:05:00+00:00,2026-08-12T11:10:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786533000-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786533000-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786533000,1786533300,False,155,145,0,0,6,139,0,,,301,UNKNOWN,not_extreme,0.505,,0.00400996208190918,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T11:10:00+00:00,2026-08-12T11:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786533300-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786533300-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786533300,1786533600,False,100,94,0,0,6,88,0,,,301,UNKNOWN,not_extreme,0.505,,0.005081892013549805,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T11:15:00+00:00,2026-08-12T11:20:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786533600-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786533600-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786533600,1786533900,False,174,170,0,0,8,162,0,,,301,UNKNOWN,not_extreme,0.505,,0.0047757625579833984,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T11:20:00+00:00,2026-08-12T11:25:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786533900-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786533900-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786533900,1786534200,False,124,116,0,0,10,106,0,,,301,UNKNOWN,not_extreme,0.505,,0.00475621223449707,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T11:25:00+00:00,2026-08-12T11:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786534200-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786534200-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786534200,1786534500,False,220,202,0,0,9,193,0,,,301,UNKNOWN,not_extreme,0.505,,0.004321098327636719,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T11:30:00+00:00,2026-08-12T11:35:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786534500-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786534500-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786534500,1786534800,False,123,115,0,0,8,107,0,,,301,UNKNOWN,not_extreme,0.505,,0.003904104232788086,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T11:35:00+00:00,2026-08-12T11:40:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786534800-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786534800-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786534800,1786535100,False,290,284,0,0,6,278,0,,,301,UNKNOWN,not_extreme,0.505,,0.005415916442871094,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T11:40:00+00:00,2026-08-12T11:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786535100-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786535100-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786535100,1786535400,False,190,184,0,0,7,177,0,,,301,UNKNOWN,not_extreme,0.505,,0.006542205810546875,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T11:45:00+00:00,2026-08-12T11:50:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786535400-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786535400-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786535400,1786535700,False,148,138,0,0,8,130,0,,,301,UNKNOWN,not_extreme,0.505,,0.0050048828125,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T11:50:00+00:00,2026-08-12T11:55:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786535700-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786535700-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786535700,1786536000,False,110,94,0,0,8,86,0,,,301,UNKNOWN,not_extreme,0.505,,0.0037331581115722656,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T11:55:00+00:00,2026-08-12T12:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786536000-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786536000-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786536000,1786536300,False,124,118,0,0,7,111,0,,,301,UNKNOWN,not_extreme,0.505,,0.004194021224975586,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T12:00:00+00:00,2026-08-12T12:05:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786536300-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786536300-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786536300,1786536600,False,203,193,0,0,8,185,0,,,301,UNKNOWN,not_extreme,0.505,,0.004518032073974609,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T12:05:00+00:00,2026-08-12T12:10:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786536600-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786536600-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786536600,1786536900,False,147,141,0,0,5,136,0,,,301,UNKNOWN,not_extreme,0.505,,0.003873109817504883,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T12:10:00+00:00,2026-08-12T12:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786536900-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786536900-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786536900,1786537200,False,137,119,0,0,9,110,0,,,301,UNKNOWN,not_extreme,0.505,,0.0033409595489501953,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T12:15:00+00:00,2026-08-12T12:20:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786537200-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786537200-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786537200,1786537500,False,148,142,0,0,9,133,0,,,301,UNKNOWN,not_extreme,0.505,,0.004015207290649414,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T12:20:00+00:00,2026-08-12T12:25:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786537500-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786537500-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786537500,1786537800,False,126,110,0,0,8,102,0,,,301,UNKNOWN,not_extreme,0.505,,0.007631063461303711,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T12:25:00+00:00,2026-08-12T12:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786537800-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786537800-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786537800,1786538100,False,141,115,0,0,13,102,0,,,301,UNKNOWN,not_extreme,0.505,,0.010339021682739258,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T12:30:00+00:00,2026-08-12T12:35:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786538100-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786538100-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786538100,1786538400,False,123,117,0,0,8,109,0,,,301,UNKNOWN,not_extreme,0.505,,0.005839109420776367,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T12:35:00+00:00,2026-08-12T12:40:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786538400-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786538400-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786538400,1786538700,False,198,190,0,0,7,183,0,,,301,UNKNOWN,not_extreme,0.505,,0.009493827819824219,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T12:40:00+00:00,2026-08-12T12:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786538700-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786538700-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786538700,1786539000,False,166,156,0,0,9,147,0,,,301,UNKNOWN,not_extreme,0.505,,0.006898164749145508,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T12:45:00+00:00,2026-08-12T12:50:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786539000-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786539000-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786539000,1786539300,False,103,93,0,0,9,84,0,,,301,UNKNOWN,not_extreme,0.505,,0.012877225875854492,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T12:50:00+00:00,2026-08-12T12:55:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786539300-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786539300-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786539300,1786539600,False,145,129,0,0,8,121,0,,,301,UNKNOWN,not_extreme,0.505,,0.004044055938720703,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T12:55:00+00:00,2026-08-12T13:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786539600-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786539600-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786539600,1786539900,False,161,157,0,0,7,150,0,,,301,UNKNOWN,not_extreme,0.505,,0.0048940181732177734,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T13:00:00+00:00,2026-08-12T13:05:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786539900-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786539900-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786539900,1786540200,False,198,192,0,0,6,186,0,,,301,UNKNOWN,not_extreme,0.505,,0.003869771957397461,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T13:05:00+00:00,2026-08-12T13:10:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786540200-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786540200-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786540200,1786540500,False,118,108,0,0,5,103,0,,,301,UNKNOWN,not_extreme,0.505,,0.0047512054443359375,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T13:10:00+00:00,2026-08-12T13:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786540500-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786540500-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786540500,1786540800,False,123,117,0,0,6,111,0,,,301,UNKNOWN,not_extreme,0.505,,0.003358125686645508,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T13:15:00+00:00,2026-08-12T13:20:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786540800-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786540800-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786540800,1786541100,False,158,154,0,0,7,147,0,,,301,UNKNOWN,not_extreme,0.505,,0.0036001205444335938,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T13:20:00+00:00,2026-08-12T13:25:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786541100-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786541100-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786541100,1786541400,False,141,135,0,0,5,130,0,,,301,UNKNOWN,not_extreme,0.505,,0.004404783248901367,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T13:25:00+00:00,2026-08-12T13:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786541400-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786541400-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786541400,1786541700,False,200,194,0,0,7,187,0,,,301,UNKNOWN,not_extreme,0.505,,0.005239009857177734,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T13:30:00+00:00,2026-08-12T13:35:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786541700-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786541700-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786541700,1786542000,False,65,61,0,0,7,54,0,,,301,UNKNOWN,not_extreme,0.505,,0.0030908584594726562,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T13:35:00+00:00,2026-08-12T13:40:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786542000-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786542000-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786542000,1786542300,False,51,43,0,0,7,36,0,,,301,UNKNOWN,not_extreme,0.505,,0.003113985061645508,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T13:40:00+00:00,2026-08-12T13:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786542300-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786542300-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786542300,1786542600,False,158,150,0,0,9,141,0,,,301,UNKNOWN,not_extreme,0.505,,0.005039215087890625,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T13:45:00+00:00,2026-08-12T13:50:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786542600-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786542600-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786542600,1786542900,False,145,137,0,0,7,130,0,,,301,UNKNOWN,not_extreme,0.505,,0.004611015319824219,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T13:50:00+00:00,2026-08-12T13:55:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786542900-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786542900-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786542900,1786543200,False,133,127,0,0,6,121,0,,,301,UNKNOWN,not_extreme,0.505,,0.008195877075195312,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T13:55:00+00:00,2026-08-12T14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786543200-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786543200-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786543200,1786543500,False,50,46,0,0,5,41,0,,,301,UNKNOWN,not_extreme,0.505,,0.002808094024658203,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T14:00:00+00:00,2026-08-12T14:05:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786543500-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786543500-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786543500,1786543800,False,46,42,0,0,5,37,0,,,301,UNKNOWN,not_extreme,0.505,,0.003509044647216797,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T14:05:00+00:00,2026-08-12T14:10:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-11.zip::polymarket-btc-updown-5m-1786543800-2026-08-11.txt.zst,polymarket-btc-updown-5m-1786543800-2026-08-11.txt.zst,polymarket-btc-5m_2026-08-11.zip,1786543800,1786544100,False,102,96,0,0,7,89,0,,,301,UNKNOWN,not_extreme,0.505,,0.0066721439361572266,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-12T14:10:00+00:00,2026-08-12T14:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
